path	size	sha256	asset
postgres/artifacts/src/postgresql-9.1.24.tar.bz2	15863767	de0d84e9f32af145fcd66d8d324f6ef1a0b17944ea344b7bbe9d99fff68ae5d3	postgres_artifacts_src_postgresql-9.1.24.tar.bz2
postgres/artifacts/src/postgresql-9.2.24.tar.bz2	16552576	a754c02f7051c2f21e52f8669a421b50485afcde9a581674d6106326b189d126	postgres_artifacts_src_postgresql-9.2.24.tar.bz2
postgres/artifacts/src/postgresql-9.3.25.tar.bz2	17067593	e4953e80415d039ccd33d34be74526a090fd585cf93f296cd9c593972504b6db	postgres_artifacts_src_postgresql-9.3.25.tar.bz2
postgres/artifacts/src/postgresql-9.4.26.tar.bz2	16871195	f5c014fc4a5c94e8cf11314cbadcade4d84213cfcc82081c9123e1b8847a20b9	postgres_artifacts_src_postgresql-9.4.26.tar.bz2
postgres/artifacts/src/postgresql-9.5.25.tar.bz2	17923796	7628c55eb23768a2c799c018988d8f2ab48ee3d80f5e11259938f7a935f0d603	postgres_artifacts_src_postgresql-9.5.25.tar.bz2
postgres/artifacts/src/postgresql-9.6.24.tar.bz2	19047518	aeb7a196be3ebed1a7476ef565f39722187c108dd47da7489be9c4fcae982ace	postgres_artifacts_src_postgresql-9.6.24.tar.bz2
postgres-ext/artifacts/src/pgaudit-1.2.4.tar.gz	36496	edeeb016b29acd11cfb53647928f8621760aabaf5b92c46324ef32ddea5681b9	postgres-ext_artifacts_src_pgaudit-1.2.4.tar.gz
postgres-ext/artifacts/src/pgaudit-1.3.2.tar.gz	33957	e3c1097f0b82a750fd2608433f6496612e20b64204ce06a6cb8a1f943600eb15	postgres-ext_artifacts_src_pgaudit-1.3.2.tar.gz
postgres-ext/artifacts/src/pgaudit-1.4.3.tar.gz	37090	0872e13e2151abc6806c6dd3e1750ac0c84cfb2e147cc1c0badfad23e2a8b8a6	postgres-ext_artifacts_src_pgaudit-1.4.3.tar.gz
postgres-ext/artifacts/src/pgaudit-1.5.3.tar.gz	37883	200b2697d55719482a28d34357ea21cbbc95f22f69bdac6313c5ad6142187cd1	postgres-ext_artifacts_src_pgaudit-1.5.3.tar.gz
postgres-ext/artifacts/src/pgaudit-16.1.tar.gz	46038	3bae908ab70ba0c6f51224009dbcfff1a97bd6104c6273297a64292e1b921fee	postgres-ext_artifacts_src_pgaudit-16.1.tar.gz
postgres-ext/artifacts/src/pgaudit-1.6.3.tar.gz	45015	37a8f5a7cc8d9188e536d15cf0fdc457fcdab2547caedb54442c37f124110919	postgres-ext_artifacts_src_pgaudit-1.6.3.tar.gz
postgres-ext/artifacts/src/pgaudit-1.7.1.tar.gz	44910	e9c8e6e092d82b2f901d72555ce0fe7780552f35f8985573796cd7e64b09d4ec	postgres-ext_artifacts_src_pgaudit-1.7.1.tar.gz
postgres-ext/artifacts/src/pgaudit-17.1.tar.gz	46603	9c5f37504d393486cc75d2ced83f75f5899be64fa85f689d6babb833b4361e6c	postgres-ext_artifacts_src_pgaudit-17.1.tar.gz
postgres-ext/artifacts/src/pgaudit-18.0.tar.gz	47346	988e8afeda320ebe0a3e632ef6b6bce5d3a08346c2e100a173a585c9521d1fa5	postgres-ext_artifacts_src_pgaudit-18.0.tar.gz
